period,year,half-year,quarter,month,day,indicator,unit,Status,Data producer,Region / business partner,Data type,values,sort
quarter,2011,1,1,,,"Real estate price index, Vienna, new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",140.6,AB003C000D000E000F001G002
quarter,2011,1,1,,,"Real estate price index, Vienna, used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",155.4,AB003C000D000E000F001G003
quarter,2011,1,1,,,Austria - Resid Property Price Index 00=100 hedonic regr model annch%,Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",4.6,AB004C006
quarter,2011,1,1,,,"Real estate price index, Vienna, annual change in %, 2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",11.4,AB004C006D000
quarter,2011,1,1,,,"Real estate price index, Vienna, single-family houses,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-5.2,AB004C006D001
quarter,2011,1,1,,,"Real estate price index, Vienna, apartments total, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",13.0,AB004C006D002
quarter,2011,1,1,,,"Real estate price index, Vienna, new apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",9.5,AB004C006D003
quarter,2011,1,1,,,"Real estate price index, Vienna, used apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",13.5,AB004C006D004
quarter,2011,1,1,,,"Real estate price index, Austria excl Vienna, annual change %,2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",1.8,AB004C006D005
quarter,2011,1,1,,,"Real estate pi, AT (excl. Vienna),single-family houses,00=100 ann.ch%",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-1.3,AB004C006D006
quarter,2011,1,1,,,"Real estate pi, Austria (excl Vienna), apartments total,00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",3.1,AB004C006D007
quarter,2011,1,1,,,"Real estate pi, Austria (excl Vienna), new apartments,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",1.7,AB004C006D008
quarter,2011,1,1,,,"Real estate pi, Austria (excl Vienna), used apartments, 00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",3.3,AB004C006D009
quarter,2011,1,2,,,Austria - Residential Property Price Index 2000=100 hedonic regr model,Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",128.6,AB003C000D000E000
quarter,2011,1,2,,,"Real estate price index, Austria (excl. Vienna), 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",120.5,AB003C000D000E000F000
quarter,2011,1,2,,,"Real estate pi, Austria (excl. Vienna),single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",111.5,AB003C000D000E000F000G000
quarter,2011,1,2,,,"Real estate pi, Austria (excl Vienna), apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",124.3,AB003C000D000E000F000G001
quarter,2011,1,2,,,"Real estate pi, Austria (excl Vienna), new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",123.3,AB003C000D000E000F000G002
quarter,2011,1,2,,,"Real estate pi, Austria (excl Vienna), used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",124.5,AB003C000D000E000F000G003
quarter,2011,1,2,,,"Real estate price index, Vienna, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",150.7,AB003C000D000E000F001
quarter,2011,1,2,,,"Real estate price index, Vienna, single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",156.5,AB003C000D000E000F001G000
quarter,2011,1,2,,,"Real estate price index, Vienna, apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",150.3,AB003C000D000E000F001G001
quarter,2011,1,2,,,"Real estate price index, Vienna, new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",142.0,AB003C000D000E000F001G002
quarter,2011,1,2,,,"Real estate price index, Vienna, used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",151.7,AB003C000D000E000F001G003
quarter,2011,1,2,,,Austria - Resid Property Price Index 00=100 hedonic regr model annch%,Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",1.3,AB004C006
quarter,2011,1,2,,,"Real estate price index, Vienna, annual change in %, 2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",6.0,AB004C006D000
quarter,2011,1,2,,,"Real estate price index, Vienna, single-family houses,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",6.2,AB004C006D001
quarter,2011,1,2,,,"Real estate price index, Vienna, apartments total, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",6.0,AB004C006D002
quarter,2011,1,2,,,"Real estate price index, Vienna, new apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",8.7,AB004C006D003
quarter,2011,1,2,,,"Real estate price index, Vienna, used apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",5.6,AB004C006D004
quarter,2011,1,2,,,"Real estate price index, Austria excl Vienna, annual change %,2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-0.7,AB004C006D005
quarter,2011,1,2,,,"Real estate pi, AT (excl. Vienna),single-family houses,00=100 ann.ch%",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-4.7,AB004C006D006
quarter,2011,1,2,,,"Real estate pi, Austria (excl Vienna), apartments total,00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",1.0,AB004C006D007
quarter,2011,1,2,,,"Real estate pi, Austria (excl Vienna), new apartments,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-0.6,AB004C006D008
quarter,2011,1,2,,,"Real estate pi, Austria (excl Vienna), used apartments, 00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",1.2,AB004C006D009
quarter,2011,2,3,,,Austria - Residential Property Price Index 2000=100 hedonic regr model,Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",134.6,AB003C000D000E000
quarter,2011,2,3,,,"Real estate price index, Austria (excl. Vienna), 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",125.7,AB003C000D000E000F000
quarter,2011,2,3,,,"Real estate pi, Austria (excl. Vienna),single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",116.4,AB003C000D000E000F000G000
quarter,2011,2,3,,,"Real estate pi, Austria (excl Vienna), apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",129.7,AB003C000D000E000F000G001
quarter,2011,2,3,,,"Real estate pi, Austria (excl Vienna), new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",120.2,AB003C000D000E000F000G002
quarter,2011,2,3,,,"Real estate pi, Austria (excl Vienna), used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",131.1,AB003C000D000E000F000G003
quarter,2011,2,3,,,"Real estate price index, Vienna, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",158.6,AB003C000D000E000F001
quarter,2011,2,3,,,"Real estate price index, Vienna, single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",171.4,AB003C000D000E000F001G000
quarter,2011,2,3,,,"Real estate price index, Vienna, apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",157.7,AB003C000D000E000F001G001
quarter,2011,2,3,,,"Real estate price index, Vienna, new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",145.2,AB003C000D000E000F001G002
quarter,2011,2,3,,,"Real estate price index, Vienna, used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",159.8,AB003C000D000E000F001G003
quarter,2011,2,3,,,Austria - Resid Property Price Index 00=100 hedonic regr model annch%,Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",6.0,AB004C006
quarter,2011,2,3,,,"Real estate price index, Vienna, annual change in %, 2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",8.3,AB004C006D000
quarter,2011,2,3,,,"Real estate price index, Vienna, single-family houses,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",4.2,AB004C006D001
quarter,2011,2,3,,,"Real estate price index, Vienna, apartments total, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",8.6,AB004C006D002
quarter,2011,2,3,,,"Real estate price index, Vienna, new apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",11.3,AB004C006D003
quarter,2011,2,3,,,"Real estate price index, Vienna, used apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",8.2,AB004C006D004
quarter,2011,2,3,,,"Real estate price index, Austria excl Vienna, annual change %,2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",4.9,AB004C006D005
quarter,2011,2,3,,,"Real estate pi, AT (excl. Vienna),single-family houses,00=100 ann.ch%",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",1.8,AB004C006D006
quarter,2011,2,3,,,"Real estate pi, Austria (excl Vienna), apartments total,00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",6.1,AB004C006D007
quarter,2011,2,3,,,"Real estate pi, Austria (excl Vienna), new apartments,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-3.5,AB004C006D008
quarter,2011,2,3,,,"Real estate pi, Austria (excl Vienna), used apartments, 00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",7.6,AB004C006D009
quarter,2011,2,4,,,Austria - Residential Property Price Index 2000=100 hedonic regr model,Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",135.2,AB003C000D000E000
quarter,2011,2,4,,,"Real estate price index, Austria (excl. Vienna), 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",125.5,AB003C000D000E000F000
quarter,2011,2,4,,,"Real estate pi, Austria (excl. Vienna),single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",105.2,AB003C000D000E000F000G000
quarter,2011,2,4,,,"Real estate pi, Austria (excl Vienna), apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",134.1,AB003C000D000E000F000G001
quarter,2011,2,4,,,"Real estate pi, Austria (excl Vienna), new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",113.5,AB003C000D000E000F000G002
quarter,2011,2,4,,,"Real estate pi, Austria (excl Vienna), used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",137.1,AB003C000D000E000F000G003
quarter,2011,2,4,,,"Real estate price index, Vienna, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",161.4,AB003C000D000E000F001
quarter,2011,2,4,,,"Real estate price index, Vienna, single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",172.2,AB003C000D000E000F001G000
quarter,2011,2,4,,,"Real estate price index, Vienna, apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",160.6,AB003C000D000E000F001G001
quarter,2011,2,4,,,"Real estate price index, Vienna, new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",150.2,AB003C000D000E000F001G002
quarter,2011,2,4,,,"Real estate price index, Vienna, used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",162.3,AB003C000D000E000F001G003
quarter,2011,2,4,,,Austria - Resid Property Price Index 00=100 hedonic regr model annch%,Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",4.9,AB004C006
quarter,2011,2,4,,,"Real estate price index, Vienna, annual change in %, 2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",8.5,AB004C006D000
quarter,2011,2,4,,,"Real estate price index, Vienna, single-family houses,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",1.2,AB004C006D001
quarter,2011,2,4,,,"Real estate price index, Vienna, apartments total, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",9.2,AB004C006D002
quarter,2011,2,4,,,"Real estate price index, Vienna, new apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",9.6,AB004C006D003
quarter,2011,2,4,,,"Real estate price index, Vienna, used apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",9.1,AB004C006D004
quarter,2011,2,4,,,"Real estate price index, Austria excl Vienna, annual change %,2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",3.3,AB004C006D005
quarter,2011,2,4,,,"Real estate pi, AT (excl. Vienna),single-family houses,00=100 ann.ch%",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-9.4,AB004C006D006
quarter,2011,2,4,,,"Real estate pi, Austria (excl Vienna), apartments total,00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",8.4,AB004C006D007
quarter,2011,2,4,,,"Real estate pi, Austria (excl Vienna), new apartments,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-11.4,AB004C006D008
